query_id,query_text,category,source,original_length,anonymized_length,pii_entities_detected,pii_count,token_count,anonymization_method,thematic_overlap_score,presidio_entities_supported
FORUM_0046,PayPal linked to my account keeps getting 'bank verification failed' error. Account is definitely active.,payment_issues,forum_anonymized,105,105,[],0,19.5,microsoft_presidio_2.2.33,0.0,50
FORUM_0047,Third-party payment processor (Stripe) says my account 'cannot be verified' for merchant payments.,payment_issues,forum_anonymized,98,98,[],0,16.900000000000002,microsoft_presidio_2.2.33,0.0,50
FORUM_0048,"Standing order amount was correct in October, doubled in November without my authorization. Bank error or fraud?",payment_issues,forum_anonymized,112,112,[],0,22.1,microsoft_presidio_2.2.33,0.0,50
FORUM_0049,Transfer between my own accounts (checking to savings) shows as 'pending' for 3 days. Usually instant.,payment_issues,forum_anonymized,102,102,[],0,20.8,microsoft_presidio_2.2.33,0.095,50
FORUM_0050,"International payment declined with error 'exceeds daily limit' but I'm transferring €2,000 and limit is €5,000.",payment_issues,forum_anonymized,112,112,[],0,20.8,microsoft_presidio_2.2.33,0.08648321789700843,50
FORUM_0051,Received duplicate payments from same sender. They say they only sent once. Should I return one payment?,payment_issues,forum_anonymized,104,104,[],0,22.1,microsoft_presidio_2.2.33,0.0,50
FORUM_0052,Faster payment took 4 hours instead of being instant. What scenarios cause delays?,payment_issues,forum_anonymized,82,82,[],0,16.900000000000002,microsoft_presidio_2.2.33,0.0,50
FORUM_0053,"Business client paid me via bank transfer 2 weeks ago, shows in their statement but not mine. Amount is €15,000.",payment_issues,forum_anonymized,112,112,[],0,26.0,microsoft_presidio_2.2.33,0.095,50
FORUM_0054,Set up auto-pay for credit card but it paid minimum instead of full balance despite selecting 'full payment'.,payment_issues,forum_anonymized,109,109,[],0,23.400000000000002,microsoft_presidio_2.2.33,0.095,50
FORUM_0055,Transferred money to wrong account number (typo in last digit). Can this be recalled or is money lost?,payment_issues,forum_anonymized,102,102,[],0,23.400000000000002,microsoft_presidio_2.2.33,0.095,50
FORUM_0056,New card arrived but PIN letter hasn't come after 2 weeks. Old card expires in 3 days. What are my options?,card_problems,forum_anonymized,107,107,[],0,27.3,microsoft_presidio_2.2.33,0.010913100566698822,50
FORUM_0057,Card works for chip transactions but magstripe is 'read error' at older terminals. Is this a damaged card or security feature?,card_problems,forum_anonymized,126,126,[],0,27.3,microsoft_presidio_2.2.33,0.0,50
FORUM_0058,"Contactless payment limit was €50, now suddenly €30. Is this merchant-specific or did bank policy change?",card_problems,forum_anonymized,105,105,[],0,20.8,microsoft_presidio_2.2.33,0.022912679795034918,50
FORUM_0059,Used card abroad (Spain) and now it's blocked. Called from abroad but couldn't verify identity. Stranded without access to funds.,card_problems,forum_anonymized,129,129,[],0,26.0,microsoft_presidio_2.2.33,0.0,50
FORUM_0060,Ordered replacement card for damaged one but old card still works. Will both cards work or should I destroy old one?,card_problems,forum_anonymized,116,116,[],0,27.3,microsoft_presidio_2.2.33,0.0,50
FORUM_0061,Card declined at specific merchant (grocery store) but works everywhere else. Merchant says 'bank declined it'.,card_problems,forum_anonymized,111,111,[],0,20.8,microsoft_presidio_2.2.33,0.04895233506365952,50
FORUM_0062,Virtual card number for online shopping changed without notification. Saved payment methods everywhere now invalid.,card_problems,forum_anonymized,115,115,[],0,19.5,microsoft_presidio_2.2.33,0.01399997598540928,50
FORUM_0063,Card got demagnetized (near phone magnet). Chip still works but can't use at ATMs that require magstripe. Replacement needed?,card_problems,forum_anonymized,125,125,[],0,24.7,microsoft_presidio_2.2.33,0.0056949743774646205,50
FORUM_0064,Temperature-related card issue: works indoors but not outdoors in cold weather. Happened 3 times now. Chip problem?,card_problems,forum_anonymized,115,115,[],0,22.1,microsoft_presidio_2.2.33,0.01846142509898746,50
FORUM_0065,"Secondary cardholder (spouse) has spending limit of €500 daily but my limit is €3,000. Can I adjust theirs?",card_problems,forum_anonymized,107,107,[],0,23.400000000000002,microsoft_presidio_2.2.33,0.03428519201898096,50
FORUM_0066,Activated new card via app but still saying 'unactivated' at POS terminals. ATM withdrawal worked fine.,card_problems,forum_anonymized,103,103,[],0,20.8,microsoft_presidio_2.2.33,0.027599991154624484,50
FORUM_0067,Card number starts with 4 (Visa) but merchant's terminal said 'Mastercard only'. Isn't Visa accepted everywhere?,card_problems,forum_anonymized,112,112,[],0,20.8,microsoft_presidio_2.2.33,0.0,50
FORUM_0068,"Dispute for €200 transaction opened 6 weeks ago, no update. How long does investigation take?",card_problems,forum_anonymized,93,93,[],0,19.5,microsoft_presidio_2.2.33,0.0,50
FORUM_0069,Subscription service charged my card after I cancelled. Disputed but bank says 'merchant authorization still valid'. How to stop?,card_problems,forum_anonymized,129,129,[],0,24.7,microsoft_presidio_2.2.33,0.0,50
FORUM_0070,"Travel notification submitted but card still blocked abroad. Called international helpline, 45-minute hold time. Alternatives?",card_problems,forum_anonymized,126,126,[],0,19.5,microsoft_presidio_2.2.33,0.0,50
FORUM_0071,Suspicious transaction for €0.01 appeared then disappeared. Is this a fraud test? Should I freeze card?,security_concerns,forum_anonymized,103,103,[],0,20.8,microsoft_presidio_2.2.33,0.0,50
FORUM_0072,Received SMS saying 'verify your account or it will be suspended' with link. Is this from you or phishing?,security_concerns,forum_anonymized,106,106,[],0,24.7,microsoft_presidio_2.2.33,0.04429097143350545,50
FORUM_0073,Someone tried to log into my account from Russia (I'm in Finland). Got security alert. Changed password but concerned about data breach.,security_concerns,forum_anonymized,136,136,[],0,28.6,microsoft_presidio_2.2.33,0.03763676264726688,50
FORUM_0074,Multiple 'failed login attempt' emails received at 3am. Tried to lock account via app but feature is greyed out.,security_concerns,forum_anonymized,112,112,[],0,24.7,microsoft_presidio_2.2.33,0.0,50
FORUM_0075,Unfamiliar IP address shown in recent login history. Located in different country. How do I secure my account?,security_concerns,forum_anonymized,110,110,[],0,23.400000000000002,microsoft_presidio_2.2.33,0.015543866529487999,50
FORUM_0076,Phone was stolen yesterday. Reported card as stolen but how do I secure mobile banking app? Can't remember security questions.,security_concerns,forum_anonymized,126,126,[],0,26.0,microsoft_presidio_2.2.33,0.0,50
FORUM_0077,Email changed on my account but I didn't change it. Got notification after it happened. Account compromised?,security_concerns,forum_anonymized,108,108,[],0,22.1,microsoft_presidio_2.2.33,0.04145475897405436,50
FORUM_0078,"Transaction I didn't authorize: €750 to online gaming site. Never used these services. Reported 12 hours ago, no response.",security_concerns,forum_anonymized,122,122,[],0,24.7,microsoft_presidio_2.2.33,0.0,50
FORUM_0079,Secondary authentication device (security token) was lost. How do I transfer to new device without compromising security?,security_concerns,forum_anonymized,121,121,[],0,22.1,microsoft_presidio_2.2.33,0.07648801664980526,50
FORUM_0080,Data breach notification received: my account details potentially exposed. What specific actions should I take?,security_concerns,forum_anonymized,111,111,[],0,19.5,microsoft_presidio_2.2.33,0.0,50
FORUM_0081,Ex-partner might have access to joint account credentials. How do I change access without their permission for safety reasons?,security_concerns,forum_anonymized,126,126,[],0,24.7,microsoft_presidio_2.2.33,0.0061368134163150775,50
FORUM_0082,Received notification that my security questions were changed. I didn't change them. Is this identity theft?,security_concerns,forum_anonymized,108,108,[],0,20.8,microsoft_presidio_2.2.33,0.0,50
FORUM_0083,Biometric data (fingerprint) for app login - is this stored locally or on bank servers? Privacy concerns.,security_concerns,forum_anonymized,105,105,[],0,22.1,microsoft_presidio_2.2.33,0.008458599022354053,50
FORUM_0084,Push notification permissions for mobile app: are these secure? Concerned about sensitive info showing on lock screen.,security_concerns,forum_anonymized,118,118,[],0,22.1,microsoft_presidio_2.2.33,0.039782288360247706,50
FORUM_0085,"Account linked to third-party budgeting app (Mint). If that app is breached, is my bank account at risk?",security_concerns,forum_anonymized,104,104,[],0,23.400000000000002,microsoft_presidio_2.2.33,0.0,50
FORUM_0086,Charged €15 'account maintenance fee' but I have premium account which should be fee-free. Why was I charged?,fees_charges,forum_anonymized,109,109,[],0,23.400000000000002,microsoft_presidio_2.2.33,0.0,50
FORUM_0087,Foreign transaction fee applied to purchase made on UK website (in GBP) but I'm also in UK. Shouldn't this be domestic?,fees_charges,forum_anonymized,119,119,[],0,27.3,microsoft_presidio_2.2.33,0.04975376064951102,50
FORUM_0088,ATM withdrawal fee of €5 charged at your bank's own ATM. Thought in-network ATMs were free. Wrong ATM category?,fees_charges,forum_anonymized,111,111,[],0,24.7,microsoft_presidio_2.2.33,0.0009526293676464515,50
FORUM_0089,Overdraft fee charged even though I never went into overdraft. Lowest balance was €0.50. What's the threshold?,fees_charges,forum_anonymized,110,110,[],0,22.1,microsoft_presidio_2.2.33,0.05909094121737939,50
FORUM_0090,Monthly statement shows 'service charge €8.99' with no description. What service? Never seen this charge before.,fees_charges,forum_anonymized,112,112,[],0,20.8,microsoft_presidio_2.2.33,0.05471163754247346,50
FORUM_0091,Wire transfer fee was €25 but website quoted €15. Called and told 'urgent transfer fee applies'. Wasn't marked urgent.,fees_charges,forum_anonymized,118,118,[],0,24.7,microsoft_presidio_2.2.33,0.06096491303506592,50
FORUM_0092,Currency conversion fee of 3.5% seems high compared to other banks (1.5-2%). Is this competitive?,fees_charges,forum_anonymized,97,97,[],0,19.5,microsoft_presidio_2.2.33,0.01274460417030901,50
FORUM_0093,Charged inactivity fee on savings account that I actively deposited into 2 months ago. What defines 'inactive'?,fees_charges,forum_anonymized,111,111,[],0,22.1,microsoft_presidio_2.2.33,0.02920793643629642,50
FORUM_0094,Paper statement fee introduced mid-year without notification. Already paid for annual fee at account opening. Refund possible?,fees_charges,forum_anonymized,126,126,[],0,22.1,microsoft_presidio_2.2.33,0.09221599667996841,50
FORUM_0095,"Early account closure fee of €50 applied. Account was open for 11 months, minimum required is 12. Was this disclosed?",fees_charges,forum_anonymized,117,117,[],0,26.0,microsoft_presidio_2.2.33,0.0,50
FORUM_0096,Savings account interest calculated differently than advertised. Website says 'AER 2.5%' but I received less. How is it calculated?,interest_rates,forum_anonymized,131,131,[],0,24.7,microsoft_presidio_2.2.33,0.0,50
FORUM_0097,Interest payment date changed from end-of-month to mid-month. Does this affect annual return? Not mentioned in T&Cs.,interest_rates,forum_anonymized,116,116,[],0,22.1,microsoft_presidio_2.2.33,0.04961213802400968,50
FORUM_0098,Loan interest rate increased by 0.75% with 30 days notice. Variable rate loan but increase seems excessive. Is this normal?,interest_rates,forum_anonymized,123,123,[],0,26.0,microsoft_presidio_2.2.33,0.095,50
FORUM_0099,Credit card APR shown as 19.9% but interest charged works out to 24%. How do you calculate this? Compounding?,interest_rates,forum_anonymized,109,109,[],0,24.7,microsoft_presidio_2.2.33,0.04710783776136182,50
FORUM_0100,"Promotional fixed rate (3.0%) on savings ended, dropped to 0.5%. No notification sent. Isn't this required by regulation?",interest_rates,forum_anonymized,121,121,[],0,23.400000000000002,microsoft_presidio_2.2.33,0.036077970223449815,50
